timestamp,num_request,size
1998-06-27 13:30:00,13006,60262803
1998-06-27 13:31:00,13242,56855074
1998-06-27 13:32:00,13589,55531740
1998-06-27 13:33:00,13564,57494743
1998-06-27 13:34:00,14166,67092006
1998-06-27 13:35:00,13737,67768799
1998-06-27 13:36:00,13952,63162967
1998-06-27 13:37:00,13176,49708360
1998-06-27 13:38:00,12636,62395064
1998-06-27 13:39:00,13031,62486916
1998-06-27 13:40:00,13611,59413462
1998-06-27 13:41:00,13206,57339030
1998-06-27 13:42:00,14301,60040169
1998-06-27 13:43:00,13529,76327478
1998-06-27 13:44:00,13939,53446322
1998-06-27 13:45:00,13547,55489028
1998-06-27 13:46:00,14058,53212596
1998-06-27 13:47:00,14595,66468869
1998-06-27 13:48:00,14485,63578670
1998-06-27 13:49:00,14341,59998365
1998-06-27 13:50:00,13582,59544151
1998-06-27 13:51:00,13333,62937335
1998-06-27 13:52:00,13191,59537545
1998-06-27 13:53:00,12547,70041488
1998-06-27 13:54:00,13548,62363163
1998-06-27 13:55:00,13946,65123964
1998-06-27 13:56:00,13464,64675245
1998-06-27 13:57:00,13411,59900900
1998-06-27 13:58:00,14680,62718780
1998-06-27 13:59:00,15062,59264465
1998-06-27 14:00:00,14730,63906574
1998-06-27 14:01:00,15371,63929192
1998-06-27 14:02:00,13691,54133519
1998-06-27 14:03:00,14257,57939727
1998-06-27 14:04:00,14943,62387680
1998-06-27 14:05:00,14488,67850216
1998-06-27 14:06:00,15062,60429108
1998-06-27 14:07:00,15227,55722820
1998-06-27 14:08:00,14799,56782837
1998-06-27 14:09:00,14320,61029268
1998-06-27 14:10:00,15094,57377461
1998-06-27 14:11:00,16235,65702148
1998-06-27 14:12:00,16118,74070821
1998-06-27 14:13:00,16123,66103980
1998-06-27 14:14:00,15161,60089237
1998-06-27 14:15:00,15179,70365406
1998-06-27 14:16:00,14315,63914903
1998-06-27 14:17:00,15186,57596414
1998-06-27 14:18:00,15196,67496531
1998-06-27 14:19:00,14939,60457814
1998-06-27 14:20:00,15249,62698336
1998-06-27 14:21:00,15029,57157855
1998-06-27 14:22:00,14103,54895586
1998-06-27 14:23:00,14459,59139370
1998-06-27 14:24:00,15736,60005061
1998-06-27 14:25:00,14991,62232555
1998-06-27 14:26:00,15304,54756349
1998-06-27 14:27:00,15309,64354102
1998-06-27 14:28:00,14039,59934859
1998-06-27 14:29:00,15194,64218600
1998-06-27 14:30:00,16435,67614581
